child_frame_id,header_frame_id,header_seq,header_stamp_nsecs,header_stamp_secs,transform_rotation_w,transform_rotation_x,transform_rotation_y,transform_rotation_z,transform_translation_x,transform_translation_y,transform_translation_z
"vicon/OBSTACLE/OBSTACLE","/world",433620,149674011,1545433870,-0.0794258162549,-0.00374516709105,-0.00889518511444,0.996794055519,-0.0709235942853,-0.0505169648175,0.276190796754
"vicon/OBSTACLE/OBSTACLE","/world",433621,179382528,1545433870,-0.0794509287212,-0.00367092301049,-0.00880543276386,0.996793127285,-0.0709590367683,-0.0504790670132,0.276267447747
"vicon/OBSTACLE/OBSTACLE","/world",433622,188854278,1545433870,-0.0794229088722,-0.00367681991669,-0.00882722014733,0.996795145818,-0.070959734246,-0.0505005508341,0.276236000882
"vicon/OBSTACLE/OBSTACLE","/world",433623,198627193,1545433870,-0.0794372156917,-0.00373081341135,-0.00885118497833,0.996793592635,-0.0709573344759,-0.0505088221552,0.276199424936
"vicon/OBSTACLE/OBSTACLE","/world",433624,209411691,1545433870,-0.0794303403191,-0.00374890859245,-0.0088865433197,0.996793758041,-0.070930608718,-0.050510758322,0.276193920045
"vicon/OBSTACLE/OBSTACLE","/world",433625,218516469,1545433870,-0.0794421051274,-0.00369175330917,-0.00887225500988,0.996793161083,-0.0709386909643,-0.0505003932607,0.27620891243
"vicon/OBSTACLE/OBSTACLE","/world",433626,228457285,1545433870,-0.0794616390305,-0.00366713193579,-0.00880870433394,0.996792258594,-0.070966288921,-0.0504893313737,0.276244168174
"vicon/OBSTACLE/OBSTACLE","/world",433627,238401747,1545433870,-0.0794516226129,-0.00369792061605,-0.00881570392853,0.996792881401,-0.0709703130928,-0.0504812119299,0.27626427544
"vicon/OBSTACLE/OBSTACLE","/world",433628,248444621,1545433870,-0.0794283748054,-0.00372218506878,-0.00885211680531,0.996794321133,-0.070938904275,-0.0504922234692,0.276231406205
"vicon/OBSTACLE/OBSTACLE","/world",433629,258455636,1545433870,-0.0794254100516,-0.00375813877588,-0.00890044345889,0.996793992125,-0.0709250432197,-0.0505021477492,0.276205625933
"vicon/OBSTACLE/OBSTACLE","/world",433630,268381862,1545433870,-0.0794272166371,-0.00366952070051,-0.00882913808587,0.996794812484,-0.0709486218329,-0.0505045337073,0.276193064171
"vicon/OBSTACLE/OBSTACLE","/world",433631,278527698,1545433870,-0.0794522941702,-0.00369334138758,-0.00884943618348,0.996792545949,-0.07096717472,-0.0505120275699,0.276240345243
"vicon/OBSTACLE/OBSTACLE","/world",433632,288494989,1545433870,-0.0794473252368,-0.0036658661788,-0.00881004587167,0.996793392348,-0.0709704462794,-0.0504951886498,0.276246904432
"vicon/OBSTACLE/OBSTACLE","/world",433633,298652868,1545433870,-0.0794353335518,-0.00370460698964,-0.00884293435025,0.996793913596,-0.0709454930009,-0.0504858096868,0.276237290037
"vicon/OBSTACLE/OBSTACLE","/world",433634,308708522,1545433870,-0.0794354912224,-0.00374084295067,-0.00888970149781,0.996793349715,-0.0709365890689,-0.0504979212529,0.276211322302
