data
"GO TO GOAL; distance to goal: 1.08166855385"
"GO TO GOAL; distance to goal: 1.06473140681"
"GO TO GOAL; distance to goal: 1.04407977109"
"GO TO GOAL; distance to goal: 1.02775665983"
"GO TO GOAL; distance to goal: 1.01535813148"
"GO TO GOAL; distance to goal: 1.00084623212"
"GO TO GOAL; distance to goal: 0.986948262896"
"GO TO GOAL; distance to goal: 0.973927548259"
"GO TO GOAL; distance to goal: 0.961541235045"
"GO TO GOAL; distance to goal: 0.948111626426"
"GO TO GOAL; distance to goal: 0.939561576276"
"GO TO GOAL; distance to goal: 0.928721518583"
"GO TO GOAL; distance to goal: 0.918970700141"
"GO TO GOAL; distance to goal: 0.907378370376"
"GO TO GOAL; distance to goal: 0.898807498785"
"GO TO GOAL; distance to goal: 0.891998092075"
"GO TO GOAL; distance to goal: 0.883546421104"
"GO TO GOAL; distance to goal: 0.875140183462"
"GO TO GOAL; distance to goal: 0.869293155202"
"GO TO GOAL; distance to goal: 0.861093125798"
"GO TO GOAL; distance to goal: 0.854759249477"
"GO TO GOAL; distance to goal: 0.850640736032"
"GO TO GOAL; distance to goal: 0.845256702788"
"GO TO GOAL; distance to goal: 0.840110096577"
"GO TO GOAL; distance to goal: 0.835018563868"
"GO TO GOAL; distance to goal: 0.830956169014"
"GO TO GOAL; distance to goal: 0.82630098782"
"GO TO GOAL; distance to goal: 0.821617205778"
"GO TO GOAL; distance to goal: 0.818177624641"
"GO TO GOAL; distance to goal: 0.814136644507"
"GO TO GOAL; distance to goal: 0.809621993907"
"GO TO GOAL; distance to goal: 0.806494937617"
"GO TO GOAL; distance to goal: 0.802453993814"
"GO TO GOAL; distance to goal: 0.79963380384"
"GO TO GOAL; distance to goal: 0.797215735005"
"GO TO GOAL; distance to goal: 0.794143972087"
"GO TO GOAL; distance to goal: 0.791015965175"
"GO TO GOAL; distance to goal: 0.788366010725"
"GO TO GOAL; distance to goal: 0.785562266268"
"GO TO GOAL; distance to goal: 0.782740674191"
"GO TO GOAL; distance to goal: 0.780221389208"
"GO TO GOAL; distance to goal: 0.77720840348"
"GO TO GOAL; distance to goal: 0.774112804215"
"GO TO GOAL; distance to goal: 0.772311600449"
"GO TO GOAL; distance to goal: 0.76896342319"
"GO TO GOAL; distance to goal: 0.766244997617"
"GO TO GOAL; distance to goal: 0.76357804833"
"GO TO GOAL; distance to goal: 0.761287290266"
"GO TO GOAL; distance to goal: 0.758190643686"
"GO TO GOAL; distance to goal: 0.756636966819"
"GO TO GOAL; distance to goal: 0.754114525956"
"GO TO GOAL; distance to goal: 0.75176501979"
"GO TO GOAL; distance to goal: 0.749858654059"
"GO TO GOAL; distance to goal: 0.747956641164"
"GO TO GOAL; distance to goal: 0.745777394252"
"GO TO GOAL; distance to goal: 0.743785319606"
"GO TO GOAL; distance to goal: 0.741767011857"
"GO TO GOAL; distance to goal: 0.739959181778"
"GO TO GOAL; distance to goal: 0.738222404198"
"GO TO GOAL; distance to goal: 0.73600696276"
"GO TO GOAL; distance to goal: 0.733610706066"
"GO TO GOAL; distance to goal: 0.731730486543"
"GO TO GOAL; distance to goal: 0.729643450765"
"GO TO GOAL; distance to goal: 0.727925136571"
"GO TO GOAL; distance to goal: 0.725463357053"
"GO TO GOAL; distance to goal: 0.72345837993"
"GO TO GOAL; distance to goal: 0.721565658888"
"GO TO GOAL; distance to goal: 0.719421814958"
"GO TO GOAL; distance to goal: 0.717675141626"
"GO TO GOAL; distance to goal: 0.71569681063"
"GO TO GOAL; distance to goal: 0.713619915648"
"GO TO GOAL; distance to goal: 0.712275019789"
"GO TO GOAL; distance to goal: 0.710813010335"
"GO TO GOAL; distance to goal: 0.708958698902"
"GO TO GOAL; distance to goal: 0.707820687341"
"GO TO GOAL; distance to goal: 0.706856588566"
"GO TO GOAL; distance to goal: 0.706158186231"
"GO TO GOAL; distance to goal: 0.704926133469"
"GO TO GOAL; distance to goal: 0.704204625752"
"GO TO GOAL; distance to goal: 0.703447106777"
"GO TO GOAL; distance to goal: 0.70262469725"
"GO TO GOAL; distance to goal: 0.701623543864"
"GO TO GOAL; distance to goal: 0.699896424593"
"GO TO GOAL; distance to goal: 0.698919039084"
"GO TO GOAL; distance to goal: 0.697464459059"
"GO TO GOAL; distance to goal: 0.69539703817"
"GO TO GOAL; distance to goal: 0.693525239991"
"GO TO GOAL; distance to goal: 0.691127806971"
"GO TO GOAL; distance to goal: 0.688524381507"
"GO TO GOAL; distance to goal: 0.686446583432"
"GO TO GOAL; distance to goal: 0.683486568316"
"GO TO GOAL; distance to goal: 0.680561159599"
"GO TO GOAL; distance to goal: 0.678307195508"
"GO TO GOAL; distance to goal: 0.675077859981"
"GO TO GOAL; distance to goal: 0.672220156129"
"GO TO GOAL; distance to goal: 0.67052268446"
"GO TO GOAL; distance to goal: 0.668012761393"
"GO TO GOAL; distance to goal: 0.665626494786"
"GO TO GOAL; distance to goal: 0.663534642005"
"GO TO GOAL; distance to goal: 0.661410588721"
"GO TO GOAL; distance to goal: 0.660116324536"
"GO TO GOAL; distance to goal: 0.658372840607"
"GO TO GOAL; distance to goal: 0.65756243384"
"GO TO GOAL; distance to goal: 0.655839514992"
"GO TO GOAL; distance to goal: 0.655594714532"
"GO TO GOAL; distance to goal: 0.654218427796"
"GO TO GOAL; distance to goal: 0.653292641224"
"GO TO GOAL; distance to goal: 0.652671392234"
"GO TO GOAL; distance to goal: 0.65191968811"
"GO TO GOAL; distance to goal: 0.650513611689"
"GO TO GOAL; distance to goal: 0.650107539097"
"GO TO GOAL; distance to goal: 0.649390562952"
"GO TO GOAL; distance to goal: 0.648467279972"
"GO TO GOAL; distance to goal: 0.647596303204"
"GO TO GOAL; distance to goal: 0.646591562573"
"GO TO GOAL; distance to goal: 0.646049037576"
"GO TO GOAL; distance to goal: 0.645296471007"
"GO TO GOAL; distance to goal: 0.64442728309"
"GO TO GOAL; distance to goal: 0.643783734281"
"GO TO GOAL; distance to goal: 0.643149121729"
"GO TO GOAL; distance to goal: 0.642270210981"
"GO TO GOAL; distance to goal: 0.641690724336"
"GO TO GOAL; distance to goal: 0.640638321166"
"GO TO GOAL; distance to goal: 0.639534475454"
"GO TO GOAL; distance to goal: 0.638276631006"
"GO TO GOAL; distance to goal: 0.637162806188"
"GO TO GOAL; distance to goal: 0.636730739296"
"GO TO GOAL; distance to goal: 0.635492166878"
"GO TO GOAL; distance to goal: 0.634236743483"
"GO TO GOAL; distance to goal: 0.632561179942"
"GO TO GOAL; distance to goal: 0.631624881726"
"GO TO GOAL; distance to goal: 0.630557981071"
"GO TO GOAL; distance to goal: 0.628635432389"
"GO TO GOAL; distance to goal: 0.627718657111"
"GO TO GOAL; distance to goal: 0.626333861132"
"GO TO GOAL; distance to goal: 0.625201819006"
"GO TO GOAL; distance to goal: 0.623896142146"
"GO TO GOAL; distance to goal: 0.622923384697"
"GO TO GOAL; distance to goal: 0.621488242725"
"GO TO GOAL; distance to goal: 0.620834104028"
"GO TO GOAL; distance to goal: 0.620334646779"
"GO TO GOAL; distance to goal: 0.619437102625"
"GO TO GOAL; distance to goal: 0.618547733467"
"GO TO GOAL; distance to goal: 0.617836046785"
"GO TO GOAL; distance to goal: 0.617011682319"
"GO TO GOAL; distance to goal: 0.615932605289"
"GO TO GOAL; distance to goal: 0.615382002198"
"GO TO GOAL; distance to goal: 0.614918812094"
"GO TO GOAL; distance to goal: 0.613463852"
"GO TO GOAL; distance to goal: 0.612660910642"
"GO TO GOAL; distance to goal: 0.612240201711"
"GO TO GOAL; distance to goal: 0.61142964178"
"GO TO GOAL; distance to goal: 0.610686565895"
"GO TO GOAL; distance to goal: 0.609710899481"
"GO TO GOAL; distance to goal: 0.608330043198"
"GO TO GOAL; distance to goal: 0.606775135772"
"GO TO GOAL; distance to goal: 0.605439855506"
"GO TO GOAL; distance to goal: 0.604233883621"
"GO TO GOAL; distance to goal: 0.601903961253"
"GO TO GOAL; distance to goal: 0.599960896872"
"GO TO GOAL; distance to goal: 0.598682865293"
"GO TO GOAL; distance to goal: 0.59635259878"
"GO TO GOAL; distance to goal: 0.594315363891"
"GO TO GOAL; distance to goal: 0.591728272004"
"GO TO GOAL; distance to goal: 0.589685505132"
"GO TO GOAL; distance to goal: 0.588397305878"
"GO TO GOAL; distance to goal: 0.586403944512"
"GO TO GOAL; distance to goal: 0.585116361209"
"GO TO GOAL; distance to goal: 0.583241568089"
"GO TO GOAL; distance to goal: 0.581753817054"
"GO TO GOAL; distance to goal: 0.580370020053"
"GO TO GOAL; distance to goal: 0.579022661935"
"GO TO GOAL; distance to goal: 0.577322859158"
"GO TO GOAL; distance to goal: 0.576224501266"
"GO TO GOAL; distance to goal: 0.574546058677"
"GO TO GOAL; distance to goal: 0.573138446276"
"GO TO GOAL; distance to goal: 0.571756765087"
"GO TO GOAL; distance to goal: 0.569967969857"
"GO TO GOAL; distance to goal: 0.568413636729"
"GO TO GOAL; distance to goal: 0.567470031275"
"GO TO GOAL; distance to goal: 0.566169279475"
"GO TO GOAL; distance to goal: 0.564868661728"
"GO TO GOAL; distance to goal: 0.564197413025"
"GO TO GOAL; distance to goal: 0.562776015696"
"GO TO GOAL; distance to goal: 0.561611055987"
"GO TO GOAL; distance to goal: 0.561434098737"
"GO TO GOAL; distance to goal: 0.560626100235"
"GO TO GOAL; distance to goal: 0.560457833174"
"GO TO GOAL; distance to goal: 0.559856188015"
"GO TO GOAL; distance to goal: 0.559157685181"
"GO TO GOAL; distance to goal: 0.559403351377"
"GO TO GOAL; distance to goal: 0.558704119924"
"GO TO GOAL; distance to goal: 0.558362019135"
"GO TO GOAL; distance to goal: 0.556849921423"
"GO TO GOAL; distance to goal: 0.556894812926"
"GO TO GOAL; distance to goal: 0.55529551295"
"GO TO GOAL; distance to goal: 0.554808503724"
"GO TO GOAL; distance to goal: 0.553101016637"
"GO TO GOAL; distance to goal: 0.552480272663"
"GO TO GOAL; distance to goal: 0.551437869338"
"GO TO GOAL; distance to goal: 0.550594867843"
"GO TO GOAL; distance to goal: 0.549073897843"
"GO TO GOAL; distance to goal: 0.54728206913"
"GO TO GOAL; distance to goal: 0.547022186605"
"GO TO GOAL; distance to goal: 0.545885397299"
"GO TO GOAL; distance to goal: 0.544798721139"
"GO TO GOAL; distance to goal: 0.544110258723"
"GO TO GOAL; distance to goal: 0.543008337304"
"GO TO GOAL; distance to goal: 0.541757618669"
"GO TO GOAL; distance to goal: 0.540683618372"
"GO TO GOAL; distance to goal: 0.539911674624"
"GO TO GOAL; distance to goal: 0.53877904181"
"GO TO GOAL; distance to goal: 0.538227648963"
"GO TO GOAL; distance to goal: 0.538227648963"
"GO TO GOAL; distance to goal: 0.537928850737"
"GO TO GOAL; distance to goal: 0.534165802986"
"GO TO GOAL; distance to goal: 0.533026868839"
"GO TO GOAL; distance to goal: 0.532321312366"
"GO TO GOAL; distance to goal: 0.531716902125"
"GO TO GOAL; distance to goal: 0.530506980834"
"GO TO GOAL; distance to goal: 0.529922075983"
"GO TO GOAL; distance to goal: 0.528679387649"
"GO TO GOAL; distance to goal: 0.528706168187"
"GO TO GOAL; distance to goal: 0.527776495846"
"GO TO GOAL; distance to goal: 0.527527252465"
"GO TO GOAL; distance to goal: 0.527467948496"
"GO TO GOAL; distance to goal: 0.52730451818"
"GO TO GOAL; distance to goal: 0.527592910954"
"GO TO GOAL; distance to goal: 0.527472348661"
"GO TO GOAL; distance to goal: 0.527586099228"
"GO TO GOAL; distance to goal: 0.528460123684"
"GO TO GOAL; distance to goal: 0.528326829132"
"GO TO GOAL; distance to goal: 0.52874868199"
"GO TO GOAL; distance to goal: 0.529187128337"
"GO TO GOAL; distance to goal: 0.529773417705"
"GO TO GOAL; distance to goal: 0.530522051394"
"GO TO GOAL; distance to goal: 0.531583539418"
"GO TO GOAL; distance to goal: 0.531389337769"
"GO TO GOAL; distance to goal: 0.53114139319"
"GO TO GOAL; distance to goal: 0.532702827179"
"GO TO GOAL; distance to goal: 0.533073775114"
"GO TO GOAL; distance to goal: 0.53334737324"
"GO TO GOAL; distance to goal: 0.533996150085"
"GO TO GOAL; distance to goal: 0.533706691868"
"GO TO GOAL; distance to goal: 0.534338224627"
"GO TO GOAL; distance to goal: 0.535001877574"
"GO TO GOAL; distance to goal: 0.535376839058"
"GO TO GOAL; distance to goal: 0.535589526237"
"GO TO GOAL; distance to goal: 0.53579993826"
"GO TO GOAL; distance to goal: 0.536008692423"
"GO TO GOAL; distance to goal: 0.536356622966"
"GO TO GOAL; distance to goal: 0.536745164109"
"GO TO GOAL; distance to goal: 0.536822610659"
"GO TO GOAL; distance to goal: 0.537338939085"
"GO TO GOAL; distance to goal: 0.537765764573"
"GO TO GOAL; distance to goal: 0.538130483272"
"GO TO GOAL; distance to goal: 0.538307684684"
"GO TO GOAL; distance to goal: 0.538478354821"
"GO TO GOAL; distance to goal: 0.539071633591"
"GO TO GOAL; distance to goal: 0.539614251369"
"GO TO GOAL; distance to goal: 0.540178697299"
"GO TO GOAL; distance to goal: 0.540260965026"
"GO TO GOAL; distance to goal: 0.54044390978"
"GO TO GOAL; distance to goal: 0.541117120632"
"GO TO GOAL; distance to goal: 0.540961111168"
"GO TO GOAL; distance to goal: 0.540953450298"
"GO TO GOAL; distance to goal: 0.540696619736"
"GO TO GOAL; distance to goal: 0.541272986363"
"GO TO GOAL; distance to goal: 0.541409859515"
"GO TO GOAL; distance to goal: 0.541070898869"
"GO TO GOAL; distance to goal: 0.541230583024"
"GO TO GOAL; distance to goal: 0.541063997008"
"GO TO GOAL; distance to goal: 0.540624186122"
"GO TO GOAL; distance to goal: 0.540239979342"
"GO TO GOAL; distance to goal: 0.540297409948"
"GO TO GOAL; distance to goal: 0.540083664099"
"GO TO GOAL; distance to goal: 0.539828985376"
"GO TO GOAL; distance to goal: 0.540152670957"
"GO TO GOAL; distance to goal: 0.539550836616"
"GO TO GOAL; distance to goal: 0.538996916531"
"GO TO GOAL; distance to goal: 0.538379230985"
"GO TO GOAL; distance to goal: 0.538115186805"
"GO TO GOAL; distance to goal: 0.53824317384"
"GO TO GOAL; distance to goal: 0.537871042694"
