TimeSignal_Sec,Trust_Human,Alarm_M2H,Mode_H2M,ManualBrake_H2M,ManualGear_H2M,ManualThrottle_H2M,ManualWheel_H2M,CurrentGear_Machine,CurrentBrake_Machine,CurrentWheel_Machine,CurrentThrottle_Machine,AutoBrake_Machine,AutoThrottle_Machine,AutoWheel_Machine,AutoGear_Machine,Speed_Machine,PupilLeft_Human,PupilRight_Human,GSR_Human,EventN_Machine,RangeN_Machine,EventW_Machine,RangeW_Machine,PupilChange_Human
0.0,3.0, ,autonomous,49.99923704890517,1.0,49.99923704890517,0.0,1.0,0.0,0.0,20.0,0.0,20.0,0.0,1.0,0.0,3.37,3.35,81.14116940653349, ,0.0, ,0.0,-0.1
1.0,3.0, ,autonomous,0.0,1.0,0.0,0.04531929503318111,1.0,0.0,25.837728700740943,20.0,0.0,20.0,25.837728700740943,1.0,0.5023934540061569,3.44,3.32,81.35504970793541, ,0.0, ,0.0,-0.1
2.0,3.0, ,autonomous,0.0,1.0,0.0,0.04531929503318111,1.0,0.0,3.861684427052872,20.0,0.0,20.0,3.861684427052872,1.0,3.064168731394417,3.59,3.54,81.5700605249849, ,0.0, ,0.0,-0.0
3.0,3.0, ,autonomous,0.0,1.0,0.0,0.04531929503318111,1.0,0.0,-3.6449721574089047,20.0,0.0,20.0,-3.6449721574089047,1.0,4.272621015925022,3.57,5.0,81.35504970793541, ,0.0, ,0.0,0.1
4.0,3.0, ,autonomous,0.0,1.0,0.0,0.04531929503318111,1.0,0.0,-3.402399790261448,20.0,0.0,20.0,-3.402399790261448,1.0,4.922059393844501,3.77,3.71,81.28363110236859, ,0.0, ,0.0,0.0
5.0,3.0, ,autonomous,0.0,1.0,0.0,0.04531929503318111,1.0,0.0,-2.7037822767463204,20.0,0.0,20.0,-2.7037822767463204,1.0,5.567857018589153,5.0,3.65,81.5700605249849, ,0.0, ,0.0,0.2
6.0,3.0, ,autonomous,0.0,1.0,0.0,0.04531929503318111,1.0,0.0,-2.0741682251097937,20.0,0.0,20.0,-2.0741682251097937,1.0,6.404065320076152,3.65,5.0,81.8223473194999, ,0.0, ,0.0,0.2
7.0,3.0, ,autonomous,0.0,1.0,0.0,0.04531929503318111,1.0,0.0,-1.5254362547548863,20.0,0.0,20.0,-1.5254362547548863,1.0,7.0058876829050005,3.58,3.48,82.14901831923109, ,0.0, ,0.0,-0.1
8.0,3.0, ,autonomous,0.0,1.0,0.0,0.04531929503318111,1.0,0.0,-1.091088718918484,20.0,0.0,20.0,-1.091088718918484,1.0,7.492685685598402,3.64,3.55,82.3682519809565, ,0.0, ,0.0,-0.0
9.0,3.0, ,autonomous,0.0,1.0,0.0,0.04531929503318111,1.0,0.0,-0.7657202546660544,20.0,0.0,20.0,-0.7657202546660544,1.0,7.894652828728014,3.28,3.31,82.62550814687509, ,0.0, ,0.0,-0.1
