TimeSignal_Sec,Trust_Human,Alarm_M2H,Mode_H2M,ManualBrake_H2M,ManualGear_H2M,ManualThrottle_H2M,ManualWheel_H2M,CurrentGear_Machine,CurrentBrake_Machine,CurrentWheel_Machine,CurrentThrottle_Machine,AutoBrake_Machine,AutoThrottle_Machine,AutoWheel_Machine,AutoGear_Machine,Speed_Machine,PupilLeft_Human,PupilRight_Human,GSR_Human,EventN_Machine,RangeN_Machine,EventW_Machine,RangeW_Machine,PupilChange_Human
0.0,3.0, ,autonomous,49.99923704890517,1.0,49.99923704890517,0.0,1.0,0.0,0.0,20.0,0.0,20.0,0.0,1.0,0.0,3.71,3.45,1975.20095694536, ,0.0, ,0.0,-0.0
1.0,4.0, ,autonomous,49.99923704890517,1.0,49.99923704890517,0.0013733119706955677,1.0,0.0,31.58429798793568,20.0,0.0,20.0,31.58429798793568,1.0,1.1007917331016626,3.68,3.5,1975.20095694536, ,0.0, ,0.0,0.0
2.0,4.0, ,autonomous,49.99923704890517,1.0,49.99923704890517,79.53536278324559,1.0,0.0,5.74325199528343,20.0,0.0,20.0,5.74325199528343,1.0,3.064182974729201,3.78,3.5,1976.98082605376, ,0.0, ,0.0,0.0
3.0,5.0, ,autonomous,49.99923704890517,1.0,49.99923704890517,79.53536278324559,1.0,0.0,-4.105891198871967,20.0,0.0,20.0,-4.105891198871967,1.0,4.2284238482873215,3.72,3.49,1978.7639057633498, ,0.0, ,0.0,0.0
4.0,5.0, ,autonomous,49.99923704890517,1.0,49.99923704890517,79.53536278324559,1.0,0.0,-3.99102804288362,20.0,0.0,20.0,-3.99102804288362,1.0,4.922061598743999,3.57,3.38,1978.7639057633498, ,0.0, ,0.0,-0.0
5.0,5.0, ,autonomous,49.99923704890517,1.0,49.99923704890517,79.53536278324559,1.0,0.0,-3.1745730595191084,20.0,0.0,20.0,-3.1745730595191084,1.0,5.567858427702207,3.5,3.39,1980.55020476909, ,0.0, ,0.0,-0.0
6.0,5.0, ,autonomous,49.99923704890517,1.0,49.99923704890517,79.53536278324559,1.0,0.0,-2.432355904818948,20.0,0.0,20.0,-2.432355904818948,1.0,6.3703072329700605,3.44,3.28,1982.3397317973602, ,0.0, ,0.0,-0.1
7.0,5.0, ,autonomous,49.99923704890517,1.0,49.99923704890517,79.53536278324559,1.0,0.0,-1.797459176929472,20.0,0.0,20.0,-1.797459176929472,1.0,7.005888154755487,3.37,3.2,1982.3397317973602, ,0.0, ,0.0,-0.1
8.0,5.0, ,autonomous,49.99923704890517,1.0,49.99923704890517,79.53536278324559,1.0,0.0,-1.2824978424585345,20.0,0.0,20.0,-1.2824978424585345,1.0,7.492685920708888,3.38,3.18,1982.3397317973602, ,0.0, ,0.0,-0.1
9.0,5.0, ,autonomous,49.99923704890517,1.0,49.99923704890517,79.53536278324559,1.0,0.0,-0.8962889630087387,20.0,0.0,20.0,-0.8962889630087387,1.0,7.89465293728954,3.35,3.21,1984.1324956061399, ,0.0, ,0.0,-0.1
10.0,5.0, ,autonomous,49.99923704890517,1.0,49.99923704890517,79.53536278324559,1.0,0.0,-0.6117131866482723,20.0,0.0,20.0,-0.6117131866482723,1.0,8.231624709121391,3.35,3.16,1985.92850498508, ,0.0, ,0.0,-0.1
11.0,5.0, ,autonomous,49.99923704890517,1.0,49.99923704890517,79.53536278324559,1.0,0.0,-0.409721124057691,20.0,0.0,20.0,-0.409721124057691,1.0,8.549255450279164,3.37,3.18,1985.92850498508, ,0.0, ,0.0,-0.1
12.0,5.0, ,autonomous,49.99923704890517,1.0,49.99923704890517,79.53536278324559,1.0,0.0,-0.27145404624061165,20.0,0.0,20.0,-0.27145404624061165,1.0,8.865720246600294,3.56,3.4,1987.7277687557, ,0.0, ,0.0,-0.0
13.0,5.0, ,autonomous,49.99923704890517,1.0,49.99923704890517,79.53536278324559,1.0,0.0,-0.1746909110691417,20.0,0.0,20.0,-0.1746909110691417,1.0,9.181364891470377,3.63,3.39,1987.7277687557, ,0.0, ,0.0,-0.0
