TimeSignal_Sec,Trust_Human,Alarm_M2H,Mode_H2M,ManualBrake_H2M,ManualGear_H2M,ManualThrottle_H2M,ManualWheel_H2M,CurrentGear_Machine,CurrentBrake_Machine,CurrentWheel_Machine,CurrentThrottle_Machine,AutoBrake_Machine,AutoThrottle_Machine,AutoWheel_Machine,AutoGear_Machine,Speed_Machine,PupilLeft_Human,PupilRight_Human,GSR_Human,EventN_Machine,RangeN_Machine,EventW_Machine,RangeW_Machine,PupilChange_Human,Reliability_Machine,AverageTrust_Human,TrustChange_Human
0.0,3.0, ,autonomous,49.99923704890517,1.0,49.99923704890517,0.0,1.0,0.0,0.0,20.0,0.0,20.0,0.0,1.0,0.0,3.99,4.02,654.578778555999, ,0.0, ,0.0,0.0,0.8,2.861111111111111,0.0
1.0,3.0, ,autonomous,0.0,1.0,0.0,3.33852140077822,1.0,0.0,-4.250870464006123,20.0,0.0,20.0,-4.250870464006123,1.0,1.100663296078781,3.71,4.07,663.702130483839, ,0.0, ,0.0,-0.11499999999999977,0.8,2.861111111111111,0.0
2.0,3.0, ,autonomous,0.0,1.0,0.0,3.33852140077822,1.0,0.0,-2.6401533143894067,20.0,0.0,20.0,-2.6401533143894067,1.0,3.0641576302039693,3.73,3.76,671.727010143078, ,0.0, ,0.0,-0.14500000000000002,0.8,2.861111111111111,0.0
3.0,3.0, ,autonomous,0.0,1.0,0.0,3.33852140077822,1.0,0.0,-1.7324642347969323,20.0,0.0,20.0,-1.7324642347969323,1.0,4.272617208683006,3.99,3.96,677.185616577504, ,0.0, ,0.0,0.22999999999999998,0.8,2.861111111111111,0.0
4.0,3.0, ,autonomous,0.0,1.0,0.0,3.33852140077822,1.0,0.0,-1.3673020744006283,20.0,0.0,20.0,-1.3673020744006283,1.0,4.922054455602914,3.51,3.58,683.4335702569709, ,0.0, ,0.0,-0.43000000000000016,0.8,2.861111111111111,0.0
5.0,3.0,cyclist alarm,autonomous,0.0,1.0,0.0,3.33852140077822,1.0,0.0,-1.087147123098679,20.0,0.0,20.0,-1.087147123098679,1.0,5.5678538734289456,3.89,3.83,689.084895259096, ,0.0,false alarm,37.99065780639648,0.3150000000000004,0.8,2.861111111111111,0.0
6.0,3.0,cyclist alarm,autonomous,0.0,1.0,0.0,3.33852140077822,1.0,0.0,-0.8328539001173256,20.0,0.0,20.0,-0.8328539001173256,1.0,6.4040633702542475,4.17,4.17,693.385106087921, ,0.0,false alarm,31.92789459228516,0.3099999999999996,0.8,2.861111111111111,0.0
7.0,3.0,cyclist alarm,autonomous,0.0,1.0,0.0,3.33852140077822,1.0,0.0,-0.611112004607369,20.0,0.0,20.0,-0.611112004607369,1.0,7.00588662673478,3.86,4.04,699.2029086841001, ,0.0,false alarm,25.596797943115234,-0.21999999999999975,0.8,2.861111111111111,0.0
8.0,3.0,cyclist alarm,autonomous,0.0,1.0,0.0,3.33852140077822,1.0,0.0,-0.4398226290164966,20.0,0.0,20.0,-0.4398226290164966,1.0,7.492685154990176,3.99,4.09,699.879788647502, ,0.0,false alarm,18.607561111450195,0.08999999999999986,0.8,2.861111111111111,0.0
9.0,3.0, ,autonomous,0.0,1.0,0.0,3.33852140077822,1.0,0.0,-0.3061486914874685,20.0,0.0,20.0,-0.3061486914874685,1.0,7.8946525754673935,3.81,3.82,705.0528458259531, ,0.0, ,0.0,-0.2250000000000001,0.8,2.861111111111111,0.0
